review,rating,date,bank,source,language
Gooood app my dear,5,2024-08-10,Bank of Abyssinia,Google Play,om
Harun tamam galanaa,3,2024-08-09,Bank of Abyssinia,Google Play,om
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia,Google Play,om
Gamebela,1,2024-08-08,Bank of Abyssinia,Google Play,om
so poor app to use can't start up when open the app,1,2024-08-08,Bank of Abyssinia,Google Play,om
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia,Google Play,om
Good job,5,2024-08-07,Bank of Abyssinia,Google Play,om
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Bank of Abyssinia,Google Play,om
good,3,2024-08-07,Bank of Abyssinia,Google Play,om
Good,5,2024-08-07,Bank of Abyssinia,Google Play,om
Bad app .,1,2024-08-06,Bank of Abyssinia,Google Play,om
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Bank of Abyssinia,Google Play,om
Review,5,2024-08-06,Bank of Abyssinia,Google Play,om
Goood,4,2024-08-06,Bank of Abyssinia,Google Play,om
Ok,5,2024-08-06,Bank of Abyssinia,Google Play,om
👎👎👎👎👎👎👎👎👎,1,2024-08-06,Bank of Abyssinia,Google Play,om
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Bank of Abyssinia,Google Play,om
The previous version is better it doesn't work,1,2024-08-04,Bank of Abyssinia,Google Play,om
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Bank of Abyssinia,Google Play,om
ok,5,2024-08-03,Bank of Abyssinia,Google Play,om
Nice,5,2024-08-03,Bank of Abyssinia,Google Play,om
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Bank of Abyssinia,Google Play,om
Great,5,2024-08-03,Bank of Abyssinia,Google Play,om
It's a useless app,1,2024-08-02,Bank of Abyssinia,Google Play,om
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Bank of Abyssinia,Google Play,om
Poor network,1,2024-08-01,Bank of Abyssinia,Google Play,om
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,Bank of Abyssinia,Google Play,om
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia,Google Play,om
"It's not working totally, what a useless app is it,",1,2024-07-31,Bank of Abyssinia,Google Play,om
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,Bank of Abyssinia,Google Play,om
this is so disappointing app 😞,1,2024-07-31,Bank of Abyssinia,Google Play,om
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,Bank of Abyssinia,Google Play,om
Ok,5,2024-07-29,Bank of Abyssinia,Google Play,om
Nays,5,2024-07-28,Bank of Abyssinia,Google Play,om
The worst app,1,2024-07-28,Bank of Abyssinia,Google Play,om
it can't even open and only display error messages,1,2024-07-27,Bank of Abyssinia,Google Play,om
not active,1,2024-07-27,Bank of Abyssinia,Google Play,om
To get good quality,5,2024-07-27,Bank of Abyssinia,Google Play,om
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,Bank of Abyssinia,Google Play,om
uselss app dont download,1,2024-07-26,Bank of Abyssinia,Google Play,om
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,Bank of Abyssinia,Google Play,om
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,Bank of Abyssinia,Google Play,om
Corrupted and poor app,1,2024-07-24,Bank of Abyssinia,Google Play,om
Good,1,2024-07-24,Bank of Abyssinia,Google Play,om
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,Bank of Abyssinia,Google Play,om
Nice,5,2024-07-24,Bank of Abyssinia,Google Play,om
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,Bank of Abyssinia,Google Play,om
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,Bank of Abyssinia,Google Play,om
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,Bank of Abyssinia,Google Play,om
Poor application. It turned off by itself,1,2024-07-23,Bank of Abyssinia,Google Play,om
Okay,5,2024-07-23,Bank of Abyssinia,Google Play,om
Allowed,5,2024-07-23,Bank of Abyssinia,Google Play,om
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,Bank of Abyssinia,Google Play,om
we want international mobile banking,1,2024-07-22,Bank of Abyssinia,Google Play,om
"screenshot isn't working, Please modify it",2,2024-07-22,Bank of Abyssinia,Google Play,om
Naziriet measho 89160437,1,2024-07-22,Bank of Abyssinia,Google Play,om
Ahmed Mohammed husen,3,2024-07-21,Bank of Abyssinia,Google Play,om
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Bank of Abyssinia,Google Play,om
I have experiance,5,2024-07-19,Bank of Abyssinia,Google Play,om
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,Bank of Abyssinia,Google Play,om
Wow,5,2024-07-19,Bank of Abyssinia,Google Play,om
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,Bank of Abyssinia,Google Play,om
ርይርፍ,3,2024-07-19,Bank of Abyssinia,Google Play,om
The previous application is much better than this one,1,2024-07-18,Bank of Abyssinia,Google Play,om
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,Bank of Abyssinia,Google Play,om
mal,5,2024-07-16,Bank of Abyssinia,Google Play,om
It is not working at all,1,2024-07-16,Bank of Abyssinia,Google Play,om
Excellent,5,2024-07-16,Bank of Abyssinia,Google Play,om
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,Bank of Abyssinia,Google Play,om
Wow,5,2024-07-16,Bank of Abyssinia,Google Play,om
😞😞😞😞,1,2024-07-16,Bank of Abyssinia,Google Play,om
😡😡😡😡😡😡😡,1,2024-07-15,Bank of Abyssinia,Google Play,om
The worst banking app,1,2024-07-15,Bank of Abyssinia,Google Play,om
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,Bank of Abyssinia,Google Play,om
No work app,5,2024-07-15,Bank of Abyssinia,Google Play,om
Is ok but stop sundenly,5,2024-07-15,Bank of Abyssinia,Google Play,om
🤷🤷🤷,3,2024-07-15,Bank of Abyssinia,Google Play,om
experienced,5,2024-07-14,Bank of Abyssinia,Google Play,om
Very poor app. Its Always cresh and not compatible,2,2024-07-13,Bank of Abyssinia,Google Play,om
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,Bank of Abyssinia,Google Play,om
BoA,5,2024-07-13,Bank of Abyssinia,Google Play,om
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,Bank of Abyssinia,Google Play,om
Boa,5,2024-07-13,Bank of Abyssinia,Google Play,om
The new app is very good,5,2024-07-13,Bank of Abyssinia,Google Play,om
It's very good but sometimes isn't work probably,5,2024-07-12,Bank of Abyssinia,Google Play,om
It doesn't work,1,2024-07-12,Bank of Abyssinia,Google Play,om
ጭራሽ አይነፋም,1,2024-07-12,Bank of Abyssinia,Google Play,om
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,Bank of Abyssinia,Google Play,om
The worst mobile banking app,1,2024-07-11,Bank of Abyssinia,Google Play,om
It is not fast,3,2024-07-11,Bank of Abyssinia,Google Play,om
Ok,5,2024-07-11,Bank of Abyssinia,Google Play,om
Useless,1,2024-07-11,Bank of Abyssinia,Google Play,om
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,Bank of Abyssinia,Google Play,om
ሀየ,5,2024-07-10,Bank of Abyssinia,Google Play,om
Too late!,1,2024-07-10,Bank of Abyssinia,Google Play,om
No work,5,2024-07-10,Bank of Abyssinia,Google Play,om
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,Bank of Abyssinia,Google Play,om
After update it doesn't work well,2,2024-07-09,Bank of Abyssinia,Google Play,om
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,Bank of Abyssinia,Google Play,om
Good but Very slow.,1,2024-07-08,Bank of Abyssinia,Google Play,om
Very good app,5,2024-07-07,Bank of Abyssinia,Google Play,om
"It is so bad apps ,it doesn't work",1,2024-07-06,Bank of Abyssinia,Google Play,om
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,Bank of Abyssinia,Google Play,om
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,Bank of Abyssinia,Google Play,om
Miliyone.,5,2024-07-05,Bank of Abyssinia,Google Play,om
Workneh girmamo,5,2024-07-05,Bank of Abyssinia,Google Play,om
🙏🙏🙏,5,2024-07-05,Bank of Abyssinia,Google Play,om
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,Bank of Abyssinia,Google Play,om
Is it even working these days? Please check it.,1,2024-07-04,Bank of Abyssinia,Google Play,om
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,Bank of Abyssinia,Google Play,om
Please make it functional.,5,2024-07-03,Bank of Abyssinia,Google Play,om
its best app but its don't working in poor connection area so,5,2024-07-03,Bank of Abyssinia,Google Play,om
Please Recover thank you,5,2024-07-02,Bank of Abyssinia,Google Play,om
Best,5,2024-07-01,Bank of Abyssinia,Google Play,om
This app doesn't work,1,2024-06-30,Bank of Abyssinia,Google Play,om
Excellent app,5,2024-06-29,Bank of Abyssinia,Google Play,om
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,Bank of Abyssinia,Google Play,om
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,Bank of Abyssinia,Google Play,om
It demands to disable developer option.,1,2024-06-27,Bank of Abyssinia,Google Play,om
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,Bank of Abyssinia,Google Play,om
Open Open service,5,2024-06-26,Bank of Abyssinia,Google Play,om
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,Bank of Abyssinia,Google Play,om
ok,1,2024-06-24,Bank of Abyssinia,Google Play,om
Its not working.,1,2024-06-24,Bank of Abyssinia,Google Play,om
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,Bank of Abyssinia,Google Play,om
Always error occured. The worst app ever,1,2024-06-20,Bank of Abyssinia,Google Play,om
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,Bank of Abyssinia,Google Play,om
